Index,cano2_smiles,Receptor,Uniprot ID,Activity Type,Activity Relation,p-value (-log),ChEMBL ID,Activity Value
55868,C=CS(=O)(=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,9.9,CHEMBL310039,0.1
55869,Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccno3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1,ednrb,P24530,Ki,=,9.7,CHEMBL433106,0.2
55870,Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccsc3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1,ednrb,P24530,Ki,=,9.6,CHEMBL305462,0.2
55871,C=CCS(=O)(=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,9.6,CHEMBL308102,0.2
55872,CCOCCS(=O)(=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,9.6,CHEMBL72924,0.2
55873,CCCCS(=O)(=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,9.6,CHEMBL306950,0.2
55874,CCCS(=O)(=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,9.6,CHEMBL72348,0.2
55875,Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccno3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NS(=O)(=O)c2ccccc2)c1,ednrb,P24530,Ki,=,9.5,CHEMBL310920,0.3
55876,Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccno3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NS(=O)(=O)C(C)C)c1,ednrb,P24530,Ki,=,9.4,CHEMBL73000,0.4
55877,CCS(=O)(=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,9.4,CHEMBL73373,0.4
55878,C/C=C/S(=O)(=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,9.4,CHEMBL307471,0.4
55879,CCCCS(=O)(=O)NC(=O)C(CCSC)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,9.3,CHEMBL307045,0.5
55880,Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccno3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NS(=O)(=O)Cc2ccccc2)c1,ednrb,P24530,Ki,=,9.3,CHEMBL308269,0.5
55881,CCCCS(=O)(=O)NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,9.2,CHEMBL307384,0.6
55882,Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3cccs3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1,ednrb,P24530,Ki,=,9.2,CHEMBL307470,0.6
55883,CCCCS(=O)(=O)NC(=O)C(CC)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,9.2,CHEMBL73835,0.7
55884,Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccco3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1,ednrb,P24530,Ki,=,9.1,CHEMBL70686,0.8
55885,Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccon3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1,ednrb,P24530,Ki,=,9.1,CHEMBL73697,0.8
55886,CCCCS(=O)(=O)NC(=O)[C@@H](NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1)C(C)C,ednrb,P24530,Ki,=,8.9,CHEMBL311854,1.2
55887,CCCCS(=O)(=O)NC(=O)C(CC(C)C)NC(=O)[C@@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1,ednrb,P24530,Ki,=,8.9,CHEMBL72217,1.3
55888,COc1cc(OC)nc(OC(C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,ednrb,P24530,Ki,=,6.0,CHEMBL25344,1000.0
55889,COc1cc(OC)nc(OC(C(=O)O)C(OC)(c2ccc(C)cc2)c2ccc(C)cc2)n1,ednrb,P24530,Ki,=,6.0,CHEMBL303034,1000.0
55890,Cc1coc(-c2ccc(-c3ccccc3S(=O)(=O)Nc3onc(C)c3C)cc2)n1,ednrb,P24530,Ki,=,4.0,CHEMBL104223,100000.0
55891,CCCOc1ccc2c(c1)[C@@H](c1ccc(OC)cc1)[C@H](C(=O)O)[C@H]2c1ccc2c(c1)OCO2,ednrb,P24530,Ki,=,6.0,CHEMBL39142,1044.0
55892,Cc1cc(NCc2cc(-c3ncco3)ccc2-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)no1,ednrb,P24530,Ki,=,6.0,CHEMBL29223,1050.0
55893,CCCOc1ccc2c(c1)[C@@H](c1ccc(OC)cc1OCCO)[C@H](C(=O)O)[C@H]2c1ccc2c(c1)OCO2,ednrb,P24530,Ki,=,7.0,CHEMBL431651,110.0
55894,CCc1cc(CC)nc(OC(C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,ednrb,P24530,Ki,=,6.0,CHEMBL418326,1100.0
55895,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CC(=O)NC(C)(C)C)c1C,ednrb,P24530,Ki,=,6.0,CHEMBL30215,1100.0
55896,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2COC(C)C)c1C,ednrb,P24530,Ki,=,5.0,CHEMBL285118,11000.0
55897,Cc1cc(C)nc(OC(C(=O)O)C(OCCc2ccc(C(=O)O)cc2)(c2ccccc2)c2ccccc2)n1,ednrb,P24530,Ki,=,6.9,CHEMBL101742,115.0
55898,CCCCS(=O)(=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1)C(C)C,ednrb,P24530,Ki,=,5.9,CHEMBL307033,1200.0
55899,CCCCS(=O)(=O)NC(=O)[C@H](NC(=O)[C@H](Cc1ccc(-c2ccno2)cc1)N(C)C(=O)c1cc(C)cc(C)c1)C(C)C,ednrb,P24530,Ki,=,5.9,CHEMBL72295,1200.0
55900,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)CCc2ccccc2)c1C,ednrb,P24530,Ki,=,5.9,CHEMBL29346,1200.0
55901,Cc1nc(-c2ccc(-c3ccccc3S(=O)(=O)Nc3onc(C)c3C)cc2)oc1C,ednrb,P24530,Ki,=,4.9,CHEMBL106749,12000.0
55902,Cc1cnc(-c2ccc(-c3ccccc3S(=O)(=O)Nc3onc(C)c3C)cc2)o1,ednrb,P24530,Ki,=,4.9,CHEMBL322674,12000.0
55903,COc1cc(C)nc(OC(C(=O)O)C(OCCc2ccc(OC)c(OC)c2)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)n1,ednrb,P24530,Ki,=,6.9,CHEMBL276288,130.0
55904,COc1cccc(C(OC)(c2cccc(OC)c2)C(Oc2nc(OC)cc(OC)n2)C(=O)O)c1,ednrb,P24530,Ki,=,5.9,CHEMBL303390,1300.0
55905,COc1cc(OC)nc(OC(C(=O)O)C(OC)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)n1,ednrb,P24530,Ki,=,5.9,CHEMBL64009,1300.0
55906,COc1cc(OC)nc(OC(C(=O)O)C(OC)(c2cccc(C)c2)c2cccc(C)c2)n1,ednrb,P24530,Ki,=,5.9,CHEMBL65833,1300.0
55907,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN2CCN(C)C2=O)c1C,ednrb,P24530,Ki,=,5.9,CHEMBL282628,1300.0
55908,COc1ccc(C(=O)/C(Cc2cc(OC)c(OC)c(OC)c2)=C(\C(=O)[O-])c2ccc3c(c2)OCO3)cc1.[Na+],ednrb,P24530,Ki,=,6.9,CHEMBL1204799,139.0
55909,CCCOc1ccc2c(c1)[C@H](c1ccc(OC)cc1OCC(=O)O)[C@@H](C(=O)O)[C@@H]2c1ccc2c(c1)OCO2,ednrb,P24530,Ki,=,7.8,CHEMBL48196,14.7
55910,COc1cc(C)nc(OC(C(=O)O)C(OCCc2ccc(OC)c(OC)c2)(c2ccccc2)c2ccccc2)n1,ednrb,P24530,Ki,=,7.8,CHEMBL319031,14.7
55911,CCCOc1ccc2c(c1)[C@@H](c1ccc(OC)cc1OCC(=O)O)[C@H](C(=O)O)[C@H]2c1ccc2c(c1)OCO2,ednrb,P24530,Ki,=,7.8,CHEMBL8823,14.7
55912,COc1cc(OC)nc(OC(C(=O)O)C(OCCC(C)(C)C)(c2ccccc2)c2ccccc2)n1,ednrb,P24530,Ki,=,5.9,CHEMBL304173,1400.0
55913,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)Cc2ccc(C(F)(F)F)cc2)c1C,ednrb,P24530,Ki,=,5.9,CHEMBL282336,1400.0
55914,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2Cn2cccn2)c1C,ednrb,P24530,Ki,=,5.9,CHEMBL30092,1400.0
55915,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)c2ccccc2)c1C,ednrb,P24530,Ki,=,6.8,CHEMBL29793,150.0
55916,COc1cc(OC)nc(OC(C(=O)O)C(Oc2ccccc2)(c2ccccc2)c2ccccc2)n1,ednrb,P24530,Ki,=,5.8,CHEMBL66402,1500.0
55917,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2Cn2ccc(C(F)(F)F)n2)c1C,ednrb,P24530,Ki,=,5.8,CHEMBL285832,1500.0
55918,Cc1cc(C)nc(OC(C(=O)O)C(OCCc2ccc(O)cc2)(c2ccccc2)c2ccccc2)n1,ednrb,P24530,Ki,=,7.8,CHEMBL102868,16.2
55919,CCc1cc(C)nc(OC(C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,ednrb,P24530,Ki,=,6.8,CHEMBL305270,160.0
55920,CCc1ccc(C(OCCc2ccc(OC)cc2)(c2ccc(CC)cc2)C(Oc2nc(C)cc(OC)n2)C(=O)O)cc1,ednrb,P24530,Ki,=,6.8,CHEMBL322996,160.0
55921,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncccn3)cc2)c1C,ednrb,P24530,Ki,=,4.8,CHEMBL359273,16000.0
